,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
87,,,,0.0,2221.0,,,,,,,,GVG_056t,"['TOPDECK', 'ImmuneToSpellpower']",,Burrowing Mine,,,WARRIOR,,,GVG,,"When you draw this, it explodes. You take 10 damage and draw a card.",SPELL
94,,,<b>Choose One -</b> Summon a <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.,1.0,40372.0,,"[100, 800, 20, 100]",,,Shuffle or no guts.,,,CFM_602,"['CHOOSE_ONE', 'JADE_GOLEM']",,Jade Idol,,,DRUID,,RARE,GANGS,,<b>Choose One -</b> Summon a{1} {0} <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.,SPELL
96,,,,3.0,2460.0,,,,,,,,BRMA12_4H,['EVIL_GLOW'],,Brood Affliction: Green,,,NEUTRAL,,,BRM,,"While this is in your hand, restore 6 health to your opponent at the start of your turn.",SPELL
99,,,,1.0,982.0,,,,,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",,Unlocked at Level 32.,CS2_063,,,Corruption,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,COMMON,CORE,,"Choose an enemy minion. At the start of your turn, destroy it.",SPELL
114,,,,0.0,38989.0,,,,,,,,TB_GiftExchange_Snowball,,,Hardpacked Snowballs,,,NEUTRAL,,,TB,,Return 3 random enemy minions to your opponent's hand.,SPELL
118,,,,0.0,2762.0,,,,,,,,TB_014,,,Choose a New Card!,,,NEUTRAL,,,TB,,Look at 3 random cards. Choose one and put it into your hand.,SPELL
121,,,,1.0,2656.0,,,,,,,,TB_006,,,Big Banana,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,TB,,Give a minion +2/+2.,SPELL
127,,,,4.0,950.0,,,,,It's spells like these that make it hard for Warlocks to get decent help.,,Unlocked at Level 49.,CS2_062,,,Hellfire,,,WARLOCK,,FREE,CORE,,Deal $3 damage to ALL characters.,SPELL
132,,,Polymorph a random enemy minion.,5.0,41617.0,,,,,,,,CFM_621t21,,,Mystic Wool,,{'REQ_MINIMUM_TOTAL_MINIONS': 1},NEUTRAL,,,GANGS,,Transform a random enemy minion into a 1/1 Sheep.,SPELL
133,,,,0.0,41409.0,,,,,,,,CFM_602a,['JADE_GOLEM'],,Jade Idol,,,DRUID,,,GANGS,,Summon a{1} {0} <b>Jade Golem</b>.,SPELL
138,,,,3.0,2301.0,,"[100, 800, 20, 100]",,,Demons are not angry most of the time. You have to play this card in order to really bring it out of them.,,"Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_005,,,Demonwrath,,,WARLOCK,,RARE,BRM,,Deal $2 damage to all non-Demon minions.,SPELL
140,,,,0.0,14285.0,,,,,,,,LOEA02_06,,,Wish for More Wishes,,,NEUTRAL,,,LOE,,Gain 2 Wishes.,SPELL
147,,,,0.0,40040.0,,,,,,,,TB_ClassRandom_Priest,,,Second Class: Priest,,,PRIEST,,,TB,,Add Priest cards to your deck.,SPELL
149,,,,0.0,41958.0,,,,,,,,CFM_308a,,,Forgotten Armor,,,DRUID,,,GANGS,,Gain 10 Armor.,SPELL
153,,,,2.0,38591.0,,,,,,,,LOEA06_04h,,,Shattering Spree,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,,LOE,,"Destroy all Statues. For each destroyed, deal 3 damage.",SPELL
161,,,,0.0,1726.0,,,,,,,,XXX_029,,,Opponent Concede,,,NEUTRAL,,,CHEAT,,Force your opponent to concede.,SPELL
164,,,,4.0,943.0,,,,,"Given the number of kings who have been assassinated, are you sure you want their blessing?",,Unlocked at Level 49.,CS2_092,,,Blessing of Kings,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,CORE,,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,SPELL
170,,,,0.0,39040.0,,,,,,,,TB_PickYourFate_7_2nd,,,Dire Fate: Manaburst,,,NEUTRAL,,,TB,,Minions gain <b>Deathrattle:</b> Random card in owner's hand costs (0).,SPELL
173,,,,0.0,2371.0,,,,,,,,XXX_053,,,Armor 100,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,CHEAT,,Give target Hero +100 Armor,SPELL
174,,,,5.0,75.0,,"[400, 1600, 100, 400]",,,Do you know the first rule of Brawl Club?,,,EX1_407,,,Brawl,,{'REQ_MINIMUM_TOTAL_MINIONS': 2},WARRIOR,,EPIC,EXPERT1,,Destroy all minions except one. <i>(chosen randomly)</i>,SPELL
178,,,,0.0,38284.0,,,,,,,,TB_CoOpBossSpell_2,,,Bomb Salvo,,,NEUTRAL,,,TB,,Deal Attack damage to up to 3 random targets.,SPELL
181,,,,0.0,39877.0,,,,,,,,XXX_104,['ImmuneToSpellpower'],,Add 4 to Health.,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Adds 4 health to a damaged character. Does NOT heal.,SPELL
182,,,,3.0,2620.0,,"[400, 1600, 100, 400]",,,"I'm not a shaman or anything, but isn't Elemental Destruction the opposite of what they want to do?",,,AT_051,,,Elemental Destruction,5.0,,SHAMAN,,EPIC,TGT,,Deal $4-$5 damage to all minions. <b>Overload:</b> (5).,SPELL
184,,,,3.0,38329.0,,"[100, 800, 20, 100]",,,The best part is the look on their face when you jump out of the cake! Err… corpse.,,,OG_045,,,Infest,,,HUNTER,,RARE,OG,,"Give your minions ""<b>Deathrattle:</b> Add a random Beast to your hand.""",SPELL
187,,,,5.0,493.0,,"[400, 1600, 100, 400]",,,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",,,EX1_571,,,Force of Nature,,{'REQ_NUM_MINION_SLOTS': 1},DRUID,,EPIC,EXPERT1,,Summon three 2/2 Treants.,SPELL
192,,,,3.0,2476.0,,,,,,,,BRMA04_4H,,,Rock Out,2.0,,NEUTRAL,,,BRM,,Summon 3 Firesworn. <b>Overload:</b> (2),SPELL
193,,,,2.0,38724.0,,"[40, 400, 5, 50]",,,WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING,,,OG_206,,,Stormcrack,1.0,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,OG,,Deal $4 damage to a minion. <b>Overload:</b> (1),SPELL
195,,,,0.0,25091.0,,,,,,,,LOEA04_30,,,The Darkness,,,NEUTRAL,,,LOE,,<b>Take the Shortcut?</b>,SPELL
200,,,,1.0,317.0,,,,,,,,TU4c_006,,,Bananas,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,MISSIONS,,Give a friendly minion +1/+1. <i>(+1 Attack/+1 Health)</i>,SPELL
207,,,,3.0,37346.0,,,,,,,,LOEA_01H,,,Looming Presence,,,NEUTRAL,,,LOE,,Draw 3 cards. Gain 6 Armor.,SPELL
208,,,,2.0,42159.0,,,,,,,,TB_SPT_DPromoSecret1,['SECRET'],,Visions of the Barbarian,,,WARRIOR,,,TB,,"<b>Secret:</b> When your opponent summons a minion with <b>Charge</b>, THUNDER FURY!",SPELL
210,,,,0.0,41696.0,,,,,,,,TB_CoOpv3_202,,,Vicious Swipe,,,NEUTRAL,,,TB,,Deal attack damage to 2 random minions.,SPELL
211,,,,1.0,2899.0,,"[40, 400, 5, 50]",,,You have chosen poorly.,,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_027,['SECRET'],,Sacred Trial,,,PALADIN,,COMMON,LOE,,"<b>Secret:</b> After your opponent has at least 3 minions and plays another, destroy it.",SPELL
229,,,,0.0,2176.0,,,,,,,,GVG_041a,,,Dark Wispers,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,,GVG,,+5/+5 and <b>Taunt</b>.,SPELL
234,,,,3.0,2029.0,,"[100, 800, 20, 100]",,,"""I'm bringing the guacamole!"" – One of the most successful (yet rare) Silver Hand rallying cries",,,GVG_061,,,Muster for Battle,,,PALADIN,,RARE,GVG,,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,SPELL
242,,,,10.0,41629.0,,,,,,,,CFM_621t33,,,Felbloom,,,NEUTRAL,,,GANGS,,Deal $6 damage to all minions.,SPELL
246,,,,3.0,860.0,,"[40, 400, 5, 50]",,,Generally demons are pretty obvious and you don’t need a spell to sense them.,,,EX1_317,,,Sense Demons,,,WARLOCK,,COMMON,EXPERT1,,"Draw 2 Demons
from your deck.",SPELL
248,,,,3.0,40066.0,,,,,,,,KARA_12_03H,"['SECRET', 'ImmuneToSpellpower']",,Flame Wreath,,,MAGE,,,KARA,,"<b>Secret:</b> When an enemy attacks, deal $10 damage to all other enemies.",SPELL
249,,,,0.0,40498.0,,,,,,,,TB_CoOpv3_010,,,Explosive Runes,,,NEUTRAL,,,TB,,Summon two 'Explosive Runes.',SPELL
262,,,,0.0,1562.0,,,,,,,,XXX_002,['ImmuneToSpellpower'],,Damage 5,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,CHEAT,,Deal $5 damage.,SPELL
267,,,,2.0,756.0,,"[100, 800, 20, 100]",,,We are all special unique snowflakes... with 1 Health.,,,EX1_619,,,Equality,,,PALADIN,,RARE,EXPERT1,,Change the Health of ALL minions to 1.,SPELL
272,,,,0.0,25393.0,,,,,,,,LOEA16_13,,,Eye of Orsis,,,NEUTRAL,,,LOE,,<b>Discover</b> a minion and gain 3 copies of it.,SPELL
277,,,,0.0,40341.0,,,,,,,,TB_CoOpv3_005,,,Cleave,,,NEUTRAL,,,TB,,Deal 4 damage to a minion and its owner.,SPELL
278,,,,1.0,40373.0,,"[40, 400, 5, 50]",,,You'd be insane NOT to drink it!,,,CFM_603,,,Potion of Madness,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_NUM_MINION_SLOTS': 1, 'REQ_TARGET_MAX_ATTACK': 2, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,GANGS,,Gain control of an enemy minion with 2 or less Attack until end of turn.,SPELL
281,,,,0.0,2816.0,,,,,,,,XXX_062,,,Armor 5,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,CHEAT,,Give target Hero +5 Armor,SPELL
285,,,,0.0,38332.0,,"[40, 400, 5, 50]",,,,,,OG_047a,,,Evolve Spines,,,DRUID,,COMMON,OG,,Give your hero +4 Attack this turn.,SPELL
287,,,,6.0,42233.0,,,,,,,,TB_SPT_DPromoSpellBovine1,,,Moo...,,,NEUTRAL,,,TB,,Summon 3 Hell Bovines. Give all Hell Bovines <b>Taunt</b>.,SPELL
295,,,,4.0,2339.0,,,,,,,,BRMA07_3,,,TIME FOR SMASH,,,NEUTRAL,,,BRM,,Deal $5 damage to a random enemy. Gain 5 Armor.,SPELL
299,,,,4.0,40326.0,,,,,,,,KARA_09_06heroic,,,Shadow Volley,,,NEUTRAL,,,KARA,,Deal $3 damage to all non-Demon minions.,SPELL
303,,,,1.0,38741.0,,,,,,,,LOEA09_9H,,,Naga Repellent,,,NEUTRAL,,,LOE,,Change the Attack of all Hungry Naga to 1.,SPELL
309,,,,0.0,1703.0,,,,,,,,XXX_026,,,Enable Emotes,,,NEUTRAL,,COMMON,CHEAT,,"Enable emotes for your VS.AI game. (not in tutorials, though)",SPELL
316,,,,3.0,742.0,,,,,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.",,Unlocked at Level 43.,CS2_011,,,Savage Roar,,,DRUID,,COMMON,CORE,,Give your characters +2 Attack this turn.,SPELL
319,,,,3.0,2461.0,,,,,,,,BRMA12_5H,['EVIL_GLOW'],,Brood Affliction: Blue,,,NEUTRAL,,,BRM,,"While this is in your hand, Chromaggus' spells cost (3) less.",SPELL
321,,,,10.0,2898.0,,"[100, 800, 20, 100]",,,Theme song by Ellie Goldfin and Blagghghlrlrl Harris.,,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_026,,,Anyfin Can Happen,,,PALADIN,,RARE,LOE,,Summon 7 Murlocs that died this game.,SPELL
325,,,,2.0,282.0,,"[40, 400, 5, 50]",,,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",,,EX1_126,,,Betrayal,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",ROGUE,,COMMON,EXPERT1,,Force an enemy minion to deal its damage to the minions next to it.,SPELL
330,,,,0.0,25401.0,,,,,,,,LOEA16_11,['ImmuneToSpellpower'],,Crown of Kael'thas,,,NEUTRAL,,,LOE,,Deal $10 damage randomly split among ALL characters.,SPELL
333,,,,0.0,2091.0,,,,,,,,XXX_047,,,Destroy Deck,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Delete an opponent's deck,SPELL
336,,,,0.0,42357.0,,,,,,,,XXX_119,,,Death No Rattle,,,NEUTRAL,,,CHEAT,,"Died without triggering <b>Deathrattle</b>, All The Time",SPELL
342,,,,6.0,2483.0,,"[100, 800, 20, 100]",,,"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone",,,AT_062,,,Ball of Spiders,,{'REQ_NUM_MINION_SLOTS': 1},HUNTER,,RARE,TGT,,Summon three 1/1 Webspinners.,SPELL
345,,,,2.0,40322.0,,,,,,,,KARA_09_03heroic,,,Many Imps!,,,NEUTRAL,,,KARA,,Summon 2 Icky Imps.,SPELL
346,,,,3.0,1243.0,,"[40, 400, 5, 50]",,,You must read the name of this card out loud each time you play it.,,,EX1_538,,,Unleash the Hounds,,"{'REQ_MINIMUM_ENEMY_MINIONS': 1, 'REQ_NUM_MINION_SLOTS': 1}",HUNTER,,COMMON,EXPERT1,,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",SPELL
349,,,,1.0,546.0,,"[400, 1600, 100, 400]",,,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",,,EX1_410,,,Shield Slam,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,EPIC,EXPERT1,,Deal 1 damage to a minion for each Armor you have.,SPELL
355,,,,1.0,25269.0,,,,,,,,LOEA07_18,,,Dynamite,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,,LOE,,Deal $10 damage.,SPELL
358,,,,1.0,40397.0,,"[40, 400, 5, 50]",,,The mark of the Lotus is a little flower drawn in permanent marker on the ankle.,,,CFM_614,,,Mark of the Lotus,,,DRUID,,COMMON,GANGS,,Give your minions +1/+1.,SPELL
366,,,,10.0,1087.0,,"[400, 1600, 100, 400]",,,Take the time for an evil laugh after you draw this card.,,,EX1_279,,,Pyroblast,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,EPIC,EXPERT1,,Deal $10 damage.,SPELL
369,,,,2.0,1868.0,,,,,,,,NAX3_03,,,Necrotic Poison,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,NAXX,,Destroy a minion.,SPELL
373,,,,0.0,1757.0,,,,,,,,XXX_041,,,Destroy Hero Power,,"{'REQ_HERO_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,COMMON,CHEAT,,Destroy a player's Hero Power.,SPELL
375,,,,4.0,2330.0,,,,,,,,BRMA05_3,,,Living Bomb,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,BRM,,"Choose an enemy minion. If it lives until your next turn, deal $5 damage to all enemies.",SPELL
386,,,,1.0,41590.0,,,,,,,,CFM_621t2,,,Heart of Fire,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,,GANGS,,Deal $3 damage.,SPELL
387,,,,10.0,41628.0,,,,,,,,CFM_621t32,,,Goldthorn,,,NEUTRAL,,,GANGS,,Give your minions +6 Health.,SPELL
391,,,,3.0,40393.0,,"[100, 800, 20, 100]",,,You know what really makes my blood boil? The skyrocketing price of Bloodfury potions!,,,CFM_611,,,Bloodfury Potion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,RARE,GANGS,,"[x]Give a minion +3 Attack.
If it's a Demon, also
give it +3 Health.",SPELL
394,,,Summon a <b>Jade Golem</b>. Gain an empty Mana Crystal.,3.0,40523.0,,"[40, 400, 5, 50]",,,"Meditating under a jade blossom is said to grant you wisdom, unless you have a pollen allergy.",,,CFM_713,['JADE_GOLEM'],,Jade Blossom,,{'REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT': 0},DRUID,,COMMON,GANGS,,Summon a{1} {0} <b>Jade Golem</b>. Gain an empty Mana Crystal.,SPELL
401,,,,0.0,40352.0,,,,,,,,TB_CoOpv3_004,,,Cleave,,,NEUTRAL,,,TB,,Deal 7 damage to a minion and its owner.,SPELL
403,,,,0.0,40315.0,,,,,,,,TB_CoOpv3_006,,,Elemental Eruption,,,SHAMAN,,,TB,,Deal 4-6 damage to all other minions.,SPELL
414,,,,4.0,39681.0,,,,,,,,KARA_08_03,,,Nether Breath,,,NEUTRAL,,,KARA,,"[x]Change the Health of
all enemy minions to 1.",SPELL
420,,,,1.0,511.0,,"[100, 800, 20, 100]",,,Easily worth 50 DKP.,,,EX1_409,,,Upgrade!,,,WARRIOR,,RARE,EXPERT1,,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",SPELL
421,,,,3.0,2542.0,,"[100, 800, 20, 100]",,,It's always Huffer.,,,AT_005,,,Polymorph: Boar,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",MAGE,,RARE,TGT,,Transform a minion into a 4/2 Boar with <b>Charge</b>.,SPELL
422,,,,2.0,1361.0,,,,,Double the trouble. Double the fun!,,Unlocked at Level 28.,CS2_236,,,Divine Spirit,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,CORE,,Double a minion's Health.,SPELL
428,,,,1.0,40423.0,,"[400, 1600, 100, 400]",,,INFINITE LOOP!,,,CFM_313,,,Finders Keepers,1.0,,SHAMAN,,EPIC,GANGS,,<b>Discover</b> a card with <b>Overload</b>. <b>Overload:</b> (1),SPELL
430,,,,3.0,39587.0,,,,,,,,KAR_A02_10,,,Pour a Round,,,NEUTRAL,,,KARA,,Draw a card for each of your Plates.,SPELL
435,,,,0.0,40385.0,,,,,,,,TB_Coopv3_102b,,,Alms of Light,,,PRIEST,,,TB,,Restore 8 Health to each hero.,SPELL
438,,,,3.0,40401.0,,"[400, 1600, 100, 400]",,,"The Hozen don't get paid much, but at least they get to keep any excess mana.",,,CFM_616,,,Pilfered Power,,,DRUID,,EPIC,GANGS,,Gain an empty Mana Crystal for each friendly minion.,SPELL
446,,,,1.0,38749.0,,"[40, 400, 5, 50]",,,Every year a few paladins get disqualified from the Westfall weight lifting championship for using Divine Strength.,,,OG_223,,,Divine Strength,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,OG,,Give a minion +1/+2.,SPELL
452,,,,0.0,25397.0,,,,,,,,LOEA16_7,,,Benediction Splinter,,,NEUTRAL,,,LOE,,Restore #10 Health to ALL characters.,SPELL
455,,,,3.0,708.0,,"[100, 800, 20, 100]",,,"When all else fails, nothing beats a swift whack upside the head.",,,EX1_137,['COMBO'],,Headcrack,,,ROGUE,,RARE,EXPERT1,,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,SPELL
457,,,,7.0,2020.0,,"[400, 1600, 100, 400]",,,"Using this card on your enemies is one of the best things in life, according to some barbarians.",,,GVG_052,,,Crush,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,EPIC,GVG,,"Destroy a minion. If you have a damaged minion, this costs (4) less.",SPELL
460,,,,1.0,1674.0,,,,,,,,TU4f_006,,,Transcendence,,,NEUTRAL,,COMMON,MISSIONS,,"Until you kill Cho's minions, he can't be attacked.",SPELL
464,,,,1.0,2089.0,,,,,,,,NAX6_04,,,Sporeburst,,,NEUTRAL,,,NAXX,,Deal $1 damage to all enemy minions. Summon a Spore.,SPELL
470,,,,0.0,1590.0,,,,,,,,XXX_016,,,Snake Ball,,,NEUTRAL,,,CHEAT,,Summon five 1/1 snakes.,SPELL
471,,,,2.0,2754.0,,"[40, 400, 5, 50]",,,The best offense is a good defense.,,,AT_068,,,Bolster,,,WARRIOR,,COMMON,TGT,,Give your <b>Taunt</b> minions +2/+2.,SPELL
474,,,,2.0,38337.0,,"[40, 400, 5, 50]",,,"Y'Shaarj had three sons: Mark, Theodore, and Chris.",,,OG_048,,,Mark of Y'Shaarj,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,COMMON,OG,,"Give a minion +2/+2.
If it's a Beast, draw
a card.",SPELL
477,,,,4.0,2095.0,,"[40, 400, 5, 50]",,,"""Get ready to strike oil!"" - Super-cheesy battle cry",,,GVG_022,['COMBO'],,Tinker's Sharpsword Oil,,{'REQ_MINION_TARGET': 0},ROGUE,,COMMON,GVG,,Give your weapon +3 Attack. <b>Combo:</b> Give a random friendly minion +3 Attack.,SPELL
479,,,,3.0,192.0,,"[400, 1600, 100, 400]",,,"Ice is nice, and will suffice!",,,EX1_295,['SECRET'],,Ice Block,,,MAGE,,EPIC,EXPERT1,,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",SPELL
482,,,,0.0,1725.0,,,,,,,,CS2_013t,,,Excess Mana,,,DRUID,,,CORE,,Draw a card. <i>(You can only have 10 Mana in your tray.)</i>,SPELL
489,,,,1.0,2151.0,,,,,,,,PART_001,,,Armor Plating,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,GVG,,Give a minion +1 Health.,SPELL
490,,,,8.0,39110.0,,,"['TB_KTRAF_1', 'TB_KTRAF_3', 'TB_KTRAF_4', 'TB_KTRAF_5', 'TB_KTRAF_6', 'TB_KTRAF_7', 'TB_KTRAF_8', 'TB_KTRAF_2', 'TB_KTRAF_10', 'TB_KTRAF_12', 'TB_KTRAF_11']",,,,,TB_KTRAF_101,,,Darkness Calls,,,NEUTRAL,,,TB,,Summon two random Naxxramas bosses and trigger their <b>Battlecries</b>.,SPELL
